Job ID,Date,Company Name,Post,Location,Description,Level,Type,Function,Industry
2163156156,2020-09-15,Grupo LC - São Paulo,Projetista mecânico,"Itupeva, São Paulo, Brazil","Garantir manutenção preventiva e corretiva dos veículos da empresa.

Beneficios

Vale Transporte; Vale Refeição; Vale Alimentação/Cesta Básica; Assistência Médica; Seguro de vida; Assistência Odontológica; Cesta básica; Convênio com Farmácia;

Formação Acadêmica

Superior completo ou cursando em Engenharia Mecânica ou Engenharia Mecatrônica.

Experiência

Experiência na área de projetos de máquinas.

Salário

A combinar

Cargo

Projetista mecânico

Empresa

Grupo LC - São Paulo

Empresa atua com assessoria empresarial , recursos humanos, assessoria jurídica , terceirização de serviços e fornecimento de mão-de-obra temporária.

Ramo

Recursos Humanos/ Recrutamento e seleção
Show less",Entry level,Full-time,EngineeringInformation Technology,Staffing and RecruitingHuman ResourcesRetail
2160896112,2020-09-12,EngenhariaJob,Engenheiro Mecânico - Belo Horizonte,"Belo Horizonte, Minas Gerais, Brazil","Job Description

As suas atividade estarão voltadas à Gestão de um Time de Profissionais com exigênciade ampla habilidade na área de Projetos (boa vivência no PMI- PMBOK);Desenvolvimento do Produto e Processos. Ferramentas da Qualidade, além de ampla vivência em Lean Manufacturing ( Green Belt; Black Belt etc.). Preferência a profissionais com experiência na Linha Branca ou em Autopeças. Formação Superior em Engenharia Mecânica, desejável Pós em Gestão de Projetos ou Gestão de Melhorias.
Show less",Entry level,Full-time,EngineeringInformation Technology,Information Technology and ServicesStaffing and RecruitingHuman Resources
2147988162,2020-09-05,Thales,Estágio em Engenharia Mecânica,"São Paulo, São Paulo, Brazil","In fast changing markets, customers worldwide rely on Thales. Thales is a business where brilliant people from all over the world come together to share ideas and inspire each other. In aerospace, transportation, defence, security and space, our architects design innovative solutions that make our tomorrow's possible.

ATIVIDADES PRINCIPAIS

Técnico mecânico cursando engenharia mecânica entre 3º (mínimo) e 7º(máximo) semestre.
Domínio em softwares CAD 3D (preferencialmente, PTC Creo e Autodesk Inventor), 2D (Autocad) e pacote office (word e excel).
Conhecimentos em detalhamento de peças e conjuntos mecânicos, elementos de máquina, materiais para construção mecânica e processos de fabricação.

REQUISITOS

Modelamento de peças e montagens de conjuntos (Software CAD 3D);
Desenvolvimento de chapas dobradas (sheet metal);
Detalhamento de desenho para a fabricação e elaboração de lista de material;
Elaboração de relatórios;
Auxiliar na preparação de ensaios em laboratório;
Apoio a área industrial realizando o acompanhamento de fabricação e montagem de itens mecânicos.
Inglês intermediário.

At Thales we provide CAREERS and not only jobs. With Thales employing 80,000 employees in 68 countries our mobility policy enables thousands of employees each year to develop their careers at home and abroad, in their existing areas of expertise or by branching out into new fields. Together we believe that embracing flexibility is a smarter way of working. Great journeys start here, apply now!
Show less",Not Applicable,Part-time,ManufacturingProduct ManagementEngineering,Aviation & AerospaceDefense & Space
2010835124,2020-08-27,WHB AUTOMOTIVE S.A,Supervisor de Produção com foco em Injeção de Alumínio,Greater Curitiba,"Profissional ficará responsável pela Supervisão de Produção da planta de Fundição de Aluminio com foco em injeção.
 Responsibilities
Supervisionar a produção e os recursos produtivos, garantindo a qualidade e necessidade dos clientes internos e externos;
Fazer a gestão de todos os funcionários sob sua responsabilidade.
Propor melhorias no processo produtivo.

Qualifications
Graduação em Gestão da Produção; Engenharia Metalurgica, Mecânica ou áreas afins;
Vivência anterior no segmento automotivo em Fundição de Alumínio;
Experiência com injeção de alumínio sob pressão;
Show less",Mid-Senior level,Full-time,ManagementProduction,Automotive
2002911377,2020-08-21,Louis Dreyfus Company,Gerente de Manutenção,"Bebedouro, São Paulo, Brazil","Gerente de Manutenção
 REQUISITOS:
Formação Superior em Engenharia Mecânica e Elétrica ou afins;
Experiência no gerenciamento da rotina de manutenção com foco em segurança, disponibilidade e custo.
Forte vivência com planejamento e gestão por indicadores.
Conhecimento sistema PM-SAP, Auto Cad.
Conhecimento planejamento de manutenção de entressafra;
Disponibilidade para residir em Bebedouro/SP.
 PRINCIPAIS ATIVIDADES:
Gerenciar atividades da equipe de manutenção mecânica, elétrica, civil e equipe de PCM;
Administrar contratos de prestação de serviço, quando necessário, de acordo com processos e governança corporativa;
Garantir o cumprimento dos planos de manutenção preventivo e preditivo;
Garantir a disponibilidade dos recursos materiais e terceirizados necessários à execução da manutenção de infraestrutura industrial;
Realizar o planejamento da manutenção de entressafra.
Show less",Executive,Full-time,ManufacturingSupply ChainEngineering,Food Production
2003535881,2020-07-28,Consigaz Distribuidora de GLP Ltda,Gerente De Engenharia E Expansão - GLP,"Barueri, São Paulo, Brazil","Vaga de Gerente De Engenharia E Expansão - GLP em São Paulo. A combinar. Período Integral. Efetivo – CLT Área e especialização profissional: Engenharia - Engenharia Mecânica, Mecatrônica Nível hierárquico: Gerente Local de trabalho: Barueri, SP Regime de contratação de tipo Efetivo – CLT Jornada Período Integral Responsável por prover a infraestrutura necessária para a operação e comercialização de GLP nas bases e nos clientes. Faz a gestão da equipe de instalação e engenharia, garantindo que as instalações da empresas estejam dentro das normas e a disponibilidade da infraestrutura para a operação dos negócios da empresa. Benefícios adicionais: Assistência médica, Assistência odontológica, Participação nos lucros, Refeição no local, Seguro de Vida, Vale-alimentação, Vale-transporte
Show less",Mid-Senior level,Full-time,EngineeringInformation Technology,Staffing and RecruitingHuman ResourcesRetail
2011460391,2020-09-08,BRF,Engenheiro Mecânico Pleno - Mineiros | GO,"Mineiros, Goiás, Brazil","Já imaginou fazer parte de uma das maiores empresas de alimentos do mundo?

Nutrir a vida é nosso compromisso. Isso não se limita à produção de alimentos – se estende a projetos, iniciativas e causas que abraçamos. Para entregar produtos de qualidade, contamos com um time que se dedica a inovar todos os dias. Somos mais de 90 mil colaboradores em todo o mundo. Uma equipe numerosa que possui uma visão global, sem deixar de lado as necessidades locais.

Cada integrante do nosso time é importante para fazer da BRF uma das maiores companhias de alimentos do mundo. Somos guiados por valores que servem como bússola para o nosso trabalho. A ética em todas as ações, a transparência em nossa cadeia de valor e a inovação são pontos inegociáveis para nós.

Nosso portfólio conta com mais de 30 marcas e, dentre elas, destacamos Sadia, Perdigão e Qualy que estão presentes em mais de 95% dos lares brasileiros.

Venha fazer parte dessa gigante dos alimentos.

A BRF valoriza e promove uma cultura diversa e inclusiva.

Consideramos pessoas com deficiência em todas as nossas oportunidades. #juntosporumproposito

#WeareBRF

Descrição do Cargo

Engenheiro Confiabilidade - Industria e Fábrica Rações

Gestão de equipamentos;

Planos de manutenção;
Suporte técnico as áreas;
Melhoria na fábrica;

Formação Acadêmica

Superior completo em Engenharia Mecânica.

Requisitos Desejáveis

Domínio do pacote Office;
Conhecimento da NR 13;
Conhecimento em máquinas industriais.

Esteja sempre conectado em nosso website e fique por dentro de todas as oportunidades de carreira que temos!
Show less",Entry level,Full-time,EngineeringInformation Technology,Food & BeveragesFood ProductionConsumer Goods
2154985958,2020-09-05,Sotreq,Consultor de Produto e Peças,"Contagem, Minas Gerais, Brazil","Requisitos:

Superior Completo em Engenharia Mecânica, Elétrica, Mecatrônica ou Administração.

Experiência com indicadores, acompanhamento de contratos, interface com outras áreas.

Experiência com área comercial;

Inglês Avançado;

Power BI será um diferencial;

Disponibilidade para viagens.

Atividades:

Desenvolver e implementar Growth Plans com a Caterpillar e demais fabricantes, através da identificação de oportunidades de mercado, acompanhando junto às filiais a execução e atingimento e reportando a Caterpillar e gerência.
Desenvolver e implementar projetos de e-business nos clientes através da integração de sistemas com e-hub Caterpillar ou através do desenvolvimento de integração de plataformas de e-commerce, implementar é desenvolver estratégia de e-commerce, bem como identificar e implementar oportunidades de melhoria de performance e rentabilidade dos canais de venda de peças.
Identificar oportunidades para desenvolver e incrementar a competitividade do negócio de peças e oportunidades de nacionalização de peças, desenvolvendo soluções que objetivem a mitigação da concorrência e ainda discutir com Caterpillar e demais fabricantes os impactos fiscais na competitividade do negócio de peças.
Implementar as ferramentas da Caterpillar e demais fabricantes para medição de market share e oportunidades de mercado do negócio de peças, reportando os resultados e prover treinamento dos conceitos e indicadores para a área comercial, desenvolvendo também ferramentas para o report e interface dessas informações.
Obter informações sobre tendências de produtos e mercados através da participação em eventos, feiras e seminários sobre os equipamentos comercializados, bem como manter o networking com os principais fabricantes de componentes, visando uma visão ampla do mercado e suas variáveis e identificar oportunidades.
Participar de treinamentos, seminários, feiras junto ao fabricante, visando aprimorar seu nível de conhecimento sobre os produtos targets, para, posteriormente, divulgar o conhecimento nas operações da Sotreq.
Realizar estudos comparativos entre o nosso portfólio de peças e a concorrência, através de medições, testes de performance e material técnico do fabricante, apresentando aos clientes bem como prover aos nossos clientes diagnóstico de problemas técnicos de operação e análises para conversão de produtos concorrentes para Caterpillar.
Realizar visitas técnicas e comerciais nos clientes de forma a ministrar treinamentos e prover aos clientes soluções, consultoria e site assessment de forma a maximizar a performance dos equipamentos e redução de custo operacional.
Suportar a área comercial, através de treinamentos, apresentações e outros, de forma a manter a equipe constantemente atualizada com os produtos, novos produtos, NPI, portfólio e soluções da área de peças, bem como no dimensionamento de produtos, mantendo também o alinhamento
com as estratégias técnicas e comerciais da Caterpillar e demais fabricantes.
Show less",Associate,Full-time,ConsultingInformation TechnologySales,Staffing and RecruitingHuman ResourcesRetail
2163167728,2020-09-15,Nova RH,Analista de Planejamento,"Campo Limpo Paulista, São Paulo, Brazil","Superior completo em Engenharia Mecânica/Produção, Administração ou afins. Experiência em planejamento no ramo metalúrgico com área fabril, máquinas e/ou prensas. Conhecer os processos e métodos de planejamento de projetos, de materiais, de produção e conceitos de cadeia crítica. Excel avançado. Conhecimento em finanças.

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Analista de planejamento

Empresa

Nova RH

Consultoria em recursos humanos, treinamento e recrutamento e seleção.

Ramo

Recursos Humanos/ Recrutamento e seleção
Show less",Associate,Full-time,Business DevelopmentSales,Staffing and RecruitingHuman ResourcesRetail
2148719569,2020-08-27,Soundigital,Coordenador de Projetos,"Novo Cruzeiro, Minas Gerais, Brazil","Requisitos
- Cursando ou formado em engenharia de produção eletronica ou mecânica;
- Experiência em coordenação de projetos;
- Experiência com ferramentas de gestão de projetos on-line ;
- Inglês intermediário;
- Sólida capacidade organizacional;
- Disponibilidade de horário;
- Aplicações de Escritório: Microsoft Excel, Microsoft PowerPoint, Microsoft Word.

Descrição Das Atividades
- Coordenar projetos, escopos, termos de abertura;
- Coordenar equipes
- Garantir prazos dentro do cronograma;
- Gerenciar interações com os demais setores.
Tipo de vaga: Tempo Integral, Efetivo/CLT

Salário: R$4.000,00 - R$5.000,00 por mês

Trabalhar Remotamente
Não
Show less",Entry level,Full-time,Other,Information Technology and ServicesStaffing and RecruitingHuman Resources
2014773237,2020-08-29,Lyon Engenharia,Engenheiro de Planejamento,"São Luís, Maranhão, Brazil","Requisitos
Superior Completo, preferencialmente em Engenharia Mecânica;
Necessário ter conhecimento MS Project;
Necessário ter conhecimento no Pacote Office;
Imprescindível possuir experiência em planejamento de manutenção em grandes equipamentos.
Será um diferencial ter conhecimento técnico em manutenção de: moinhos, alimentadores de sapatas, recuperadores de minérios, calcinadores, caldeiras, transportadores de correia e turbo geradores.
Desejável Inglês intermediário.
Atividades
Responsável por elaborar e gerenciar cronogramas de pré-parada e de execução de grandes manutenções;
Assegurar o planejamento de todos os recursos (serviços e materiais) necessários às manutenções dos equipamentos;
Elaborar relatórios diários de execução, garantindo o cumprimento da programação de manutenção.
Fazer interface com as áreas de planejamento e operação;
Gerenciar ferramenta específica de planejamento, Major Works Tools.
Contratação local, não oferecemos auxílio moradia.
Show less",Entry level,Full-time,ManagementManufacturing,Information Technology and ServicesStaffing and RecruitingHuman Resources
1999180900,2020-08-19,Ball Corporation,Analista de processos,"Manaus, Amazonas, Brazil",">> Descrição geral
Desenvolver, analisar, controlar e implementar melhorias nos processos de fabricação, mediante utilização e desenvolvimento de metodologias e ferramentas gerenciais, visando a otimização, estabilização e padronização dos processos e a capacitação dos funcionários.

>> Principais responsabilidades
Zelar pela padronização dos processos de fabricação, através da elaboração, revisão e verificação do cumprimento de procedimentos operacionais, de modo a minimizar as variações dos processos.
Participar no desenvolvimento de materiais de treinamentos sobre o processo de fabricação, contribuindo para a disseminação do conhecimento dentro da fábrica.
Monitorar o consumo dos principais insumos através de sistemas informatizados e dados de campo, tendo por objetivo sinalizar tendências desfavoráveis, subsidiando os gestores com informações para a tomada de decisão

>> Requisitos da vaga
Formação completa em Engenharia, preferencialmente Mecânica, Elétrica, Produção ou Quimíca.
Desejavel Inglês Intermediário.
Pacote Office, com Excel Avançado e ferramentas estatísticas.
Show less",Mid-Senior level,Full-time,OtherProductionEngineering,Packaging and Containers
1989314473,2020-08-19,HProjekt,Programador de manutenção,"Atibaia, São Paulo, Brazil","Empresa multinacional de grande porte do setor automotivo

 Nosso cliente é uma indústria americana, líder global de sistemas e componentes para uma indústria automotiva. Os produtos vedados de borracha e plástico, linhas de combustível e freio, mangueiras de transferência de fluidos e sistemas anti-vibração. É uma empresa de referência, que emprega mais de 32.000 pessoas globalmente e opera em 20 países ao redor do mundo.

O que você terá por aqui: 

Remuneração compatível com o mercado; 
PLR (programa de participação de resultados); 
Plano médico; 
Auxílio estacionamento; 
Cesta básica;
Refeição no local; 

O que você precisa saber:

É imprescindível que você resida nas regiões próximas a Atibaia.
Analisar as Manutenções Corretivas, Preventivas e Preditivas em máquinas e equipamentos na companhia, sendo orientado quanto às prioridades estabelecidas pela gerência, e buscando as soluções mais adequadas em atuação, que garantam que o departamento de Manutenção atinja as metas estabelecidas conforme diretrizes da organização.

O que seria um grande diferencial:
Curso superior na área de Engenharia.
Mecânica / Elétrica básica;
Leitura e Interpretação de desenhos;
Análise de Projetos Mecânicos;
WCM;
Projeto Conhecimento do MS;


Se identificou? Então esta é a sua oportunidade!
Show less",Mid-Senior level,Full-time,Engineering,Automotive
1975741873,2020-08-02,ASCENSORE ELEVADORES,Projetista Cadista - Mecânica L Transporte Vertical,"Contagem, Minas Gerais, Brazil","Vaga de Projetista Cadista - Mecânica L Transporte Vertical em Minas Gerais. R$ 2.500,00 a R$ 4.500,00 (Bruto mensal). Período Integral. Efetivo – CLT Área e especialização profissional: Arquitetura, Decoração, Design - Projetista Nível hierárquico: Assistente Local de trabalho: Nova Lima, MG Regime de contratação de tipo Efetivo – CLT Jornada Período Integral Desenvolve projetos para fabricação de elevadores e demais equipamentos mecânicos, de acordo com as normas e especificações técnicas. Define etapas dos processos, analisa viabilidade de produtos e montagem e realiza levantamento de custos e materiais. Conhecimento de normas técnicas de projetos, noções de cálculo técnico, fabricação de Estrutura Metálica de Montagem. Elaboração de Lista de material, formação técnica, superior (engenharia mecânica) em andamento será um diferencial. Benefícios adicionais: Cesta básica, Vale-transporte, Veículo de empresa
Show less",Entry level,Full-time,DesignArt/CreativeInformation Technology,Electrical/Electronic ManufacturingCivil EngineeringHuman Resources
2163173960,2020-09-15,MRH,Supervisor de Transporte e Manutenção de Frota,"Fortaleza, Ceará, Brazil","Especificação da Vaga Requisitos: - Ensino Superior Completo ou Cursando em Logística, Administração, Engenharia Mecânica, Engenharia de Produção ou áreas afins; - Ter experiência com Logística de Transportes e Mecânica Automotiva (Manutenção de Frota); - Ter visão analítica e capacidade para gerar indicadores; - Possuir disponibilidade de horário. Atividades: - Supervisionar equipe de transporte; verificar processo de entrega e coleta das rotas; manter os veículos em operação; efetuar controle de manutenção preventiva; efetuar revisão elétrica dos caminhões; efetuar controle de pneus; solicitar compra de materiais para a frota; confeccionar as escalas da equipe; dentre outras atividades. Horário Comercial: Segunda à Sábado Salário Fixo + Benefícios

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Chefe ou supervisor de transportes

Empresa

MRH

Consultoria de recursos humanos, recrutamento e seleção e cursos profissionalizantes e pós-gradução.

Ramo

Recursos Humanos/ Recrutamento e seleção
Show less",Mid-Senior level,Full-time,ManagementManufacturing,Staffing and RecruitingHuman ResourcesManagement Consulting
2163187219,2020-09-15,Pró-gestão Consultoria,Assistente administrativo de engenharia,"Rio do Sul, Santa Catarina, Brazil","Executar plotagem e arquivamento de projetos, elaborar prontuário e data book, arquivar e registrar desenhos, certificados de rastreabilidade e raio-x, formulários relacionados a testes não destrutivos, executar tarefas administrativas internas ao setor.

Beneficios

Assistência Médica; Seguro de vida; Participação nos lucros; Assistência Odontológica; Restaurante na empresa;

Formação Acadêmica

Superior cursando em Engenharia Mecânica.

Experiência

Experiência na função de assistente administrativo de engenharia.

Salário

A combinar

Cargo

Assistente administrativo

Empresa

Pró-gestão Consultoria

Consultoria, recrutamento, seleção e testes psicológicos.

Ramo

Recursos Humanos/ Recrutamento e seleção
Show less",Entry level,Full-time,Administrative,Staffing and RecruitingHuman ResourcesRetail
1989183634,2020-08-18,Ceptis,Coordenador de Qualidade de Software,"Rio de Janeiro, Rio de Janeiro, Brazil","A Ceptis tem a vocação para desenvolver parcerias na exploração de soluções inovadoras, com o uso de tecnologia de ponta, especialmente na implantação de sistemas de rastreamento com marcação segura. Baseada em tintas de segurança visíveis e invisíveis, a utilização pode ocorrer no controle de produção industrial, da garantia de autenticidade, origem de produtos agrícolas, confiabilidade de medicamentos, marcação de combustível, entre outros. 

Somos uma empresa nova, ágil e moderna. Prezamos por um ambiente de muita colaboração, cooperação. E buscamos talentos com esse perfil.

Essa oportunidade é para atuar no nosso Centro de Excelência, no Rio de Janeiro.

COORDENADOR DE QUALIDADE DE SOFTWARE

Principais Atividades:
• Coordenar as atividades do time de teste, desdobrando objetivos táticos e definindo objetivos individuais para o time, identificando necessidades de desenvolvimento, avaliando a performance e dando suporte geral ao projetos da área;
• Atuar como embaixador das metodologias de teste de software e hardware, colaborando com outras equipes na elaboração de procedimentos e testes, apoiando a definição das melhores práticas de teste e monitorando os indicadores de desempenho da área;
• Revisar a documentação de desenvolvimento de projeto para garantir que os requisitos estão atendidos, sem ambiguidade e verificáveis;
• Para cada projeto, avaliar o tempo requerido e o potencial impacto dos testes de qualidade, elaborando cronogramas e comunicando as estimativas aos times de desenvolvimento e partes envolvidas;
• Definir planos de teste, elaborar casos de teste, criar e executar relatórios de teste que descrevam a evolução do programa, os testes e as correções realizadas;
• Efetuar a revalidação das soluções corrigidas pela equipe, realizando novos testes de acordo com as falhas apontadas na primeira fase da homologação, verificando a funcionalidade dos sistemas, de forma a garantir a realização das devidas correções;
• Elaborar e aplicar planos de teste e realizar análise crítica dos resultados;
• Desenvolver ferramentas de testes automatizados para apoiar o processo de desenvolvimento de software e hardware;
• Descrever tecnicamente os desvios e melhorias identificados, e acompanhar e estimular a realização das correções necessárias.
  Perfil:
• Graduação em Engenharia da Computação, Ciências da Computação, Tecnologia da Informação, Engenharia Mecânica / Engenharia Elétrica ou áreas correlatas;
• Inglês intermediário / avançado;
• Espanhol e/ou Francês serão considerados diferencial;
• Sólida Experiência com teste de software e hardware;
• Certificação ISQTB será diferencial;
• Desejável certificação 6 Sigma;
• Experiência em ferramentas de gestão de desenvolvimento (tais como Confluence, JIRA, Bitbucket, Bamboo);
• Desejável experiencia em testes automatizados e metodologias ágil.

Quer nos conhecer melhor? Acesse o material abaixo. 
https://ceptis.com.br/br/ 
https://www.linkedin.com/company/ceptis/?originalSubdomain=pt 
https://www.youtube.com/watch?v=kL7fjwHzl7s 
https://www.youtube.com/watch?v=nLi9TVSoJmU
Show less",Mid-Senior level,Full-time,EngineeringOtherInformation Technology,Program DevelopmentInformation ServicesInformation Technology and Services
2160147774,2020-09-12,Desidy,Engenheiro(a) obras,"Cataguazes, Minas Gerais, Brazil","Descrição
Código: 766363
Função: Engenheiro(a) obras
Local de Trabalho: CATAGUASES, MG
Tarefas:
Assessorar à Coordenação e/ou as respectivas Gerências na disciplina de SPCS nas área de construção, projetos e gestão de obras de subestações de transmissão;
Auxiliar na identificação de projetos de geração, transmissão ou distribuição com atratividade econômica através de estudos de alternativas de arranjo e orçamentação envolvendo as disciplinas: Proteção, controle, lógicos e funcional, assim como devidos estudos a respeito de tais implantações.
Participar na elaboração de estudos de inventário, projetos de viabilidade técnico econômica e projetos básicos de empreendimentos de geração, transmissão ou distribuição;
Auxiliar na gestão de projetos e documentos para acompanhamento de serviços, obras, montagem e aquisição de equipamentos para empreendimentos de geração e transmissão, com foco nos sistema de SPCS destes Empreendimentos;
Interagir com empresas prestadoras de serviços, ANEEL e, demais transmissoras envolvidas no processo;
Responder por questões administrativas relacionadas aos projetos;
Responsável pela leitura e entrega de relatórios referente aos projetos em andamento.
Benefícios:
Plano de saúde e seguro de vida;
Plano odontológico;
Previdência privada;
Participação nos lucros;
Vale alimentação ou refeição;
Auxílio Creche;
Programas de qualidade de vida;
Gympass que te dá acesso a mais de 18 mil academias no Brasil.

Horário

Exigências
Escolaridade Mínima: Superior Completo
Experiência: 1 ano
Cursos: - Engenharia Elétrica, Civil, Mecânica, Automação ou Produção.
Conhecimentos Específicos: - Experiência em projetos de SPCS; - Experiência com montagem e comissionamento de painéis; - Experiência com projetos de Automação e Proteção em subestações de até 500 kV; - Experiência com pelo menos um tipo dos reles indicados - Schneider, ABB, Siemens;
Observação: Interessados cadastrar-se via web
Show less",Entry level,Full-time,EngineeringInformation Technology,Information Technology and ServicesStaffing and RecruitingHuman Resources
2163201345,2020-09-15,Hidrovias do Brasil,Supervisor de Manutenção,"Barcarena, Pará, Brazil","Você já pensou em trabalhar em uma das melhores empresas de soluções de logística integrada da América Latina?

São 10 anos de experiência e muitos projetos personalizados e inovadores. Contamos com um excelente ambiente de trabalho e nossa equipe está focada no desenvolvimento, implantação e execução das melhores soluções logísticas para nossos clientes.

Procuramos um Supervisor de Manutenção

Você terá entre suas principais funções garantir a performance de ativos de navegação, gerindo a manutenção dos mesmos, desde o planejamento até a execução das atividades relacionadas.

Responsabilidades e atribuições

Requisitos e qualificações

Quais são os requisitos?

Técnico em Mecânica / Eletrotécnica / Manutenção ou Superior em Engenharia de Manutenção / Mecânica / Elétrica ou áreas afins; Desejável experiência na liderança de equipes de manutenção, no segmento de Navegação e/ou Terminais Portuários.

Inscreva-se e embarque nessa oportunidade!”
Show less",Mid-Senior level,Full-time,ManagementManufacturing,Logistics and Supply Chain
2163161592,2020-09-15,A Geradora,SUPERVISOR DE OPERAÇÕES E MANUTENÇÃO,"Macaé, Rio de Janeiro, Brazil","VAGA PRORROGADA ATIVIDADES: Supervisionar a equipe, planejar e controlar as atividades e processos da oficina, logística e pós venda. Possibilitar a disponibilidade dos equipamentos para locação de acordo com os padrões técnicos e de qualidade. Para concorrer a vaga é necessário: Superior completo/cursando em Engenharia Elétrica ou Mecânica; Desejável formação Técnica em Mecânica ou

Beneficios

Formação Acadêmica:

Não informado

Salário

Experiência:

A combinar

Cargo

Chefe ou supervisor de operações

Empresa

A Geradora

Locação de equipamentos.

Ramo

Industrial
Show less",Mid-Senior level,Full-time,ManagementManufacturing,Mechanical or Industrial EngineeringStaffing and RecruitingHuman Resources
2161025873,2020-09-11,BP Bunge Bioenergia,Engenheiro de Manutenção Jr (Agrícola),"Orindiúva, São Paulo, Brazil","Descrição Das Atividades
Desenvolvimento das listas técnicas de manutenção BoM (bill of materials);
Acompanhamento dos processos nas oficinas de linear e central, bem como Desenvolvimento de projetos de otimização;
Elaboração de especificações técnicas para o time operacional da manutenção Agrícola;
Realização de procedimentos operacionais baseando-se nos manuais técnicos dos equipamentos da área Agrícola;
Responsável pelo acompanhamento dos processos de segurança em apoio aos gestores.


Requisitos

Ensino Superior Completo em Engenharia Mecânica, Elétrica, Automação, Mecatrônica ou Produção;
Habilidade com aplicativos de informática: mínimo nível intermediário em Excel e com bom conhecimento nas demais aplicações do Office, softwares de desenho e de análises estatísticas;
Mobilidade para residir em São José do Rio Preto/SP, Orindiúva/SP, Paulo de Faria/SP, Palestina/SP, Icém/SP, Fronteira/MG.

Vaga destinada também a pessoas com deficiência

Local de Atuação: Corporativo (Unidade Moema) - Orindiúva/SP.
Show less",Entry level,Full-time,ManagementManufacturing,Staffing and RecruitingHuman ResourcesRetail
2162965321,2020-09-15,Desidy,Analista métodos e processos,"Bento Gonçalves, Rio Grande do Sul, Brazil","Descrição
Código: 785347
Função: Analista métodos e processos
Local de Trabalho: BENTO GONCALVES, RS
Tarefas: Análise e melhoria de processos, roteirização, 5W2H, realização de relatórios para redução de setup, conhecimento em processos de usinagem.

Benefícios

Horário: De segunda a sexta-feira, das 07h30min às 17h30min.

Exigências
Escolaridade Mínima: Ensino Médio Completo
Experiência: 1 ano
Cursos: Ensino Superior em Andamento em Engenharia da Produção ou Mecânica.
Conhecimentos Específicos: Nenhum
Observação: Interessados cadastrar-se via web
Show less",Entry level,Full-time,Business DevelopmentSales,Information Technology and ServicesStaffing and RecruitingHuman Resources
